#source : https://ens.dk/en/our-services/statistics-data-key-figures-and-energy-maps/overview-energy-sector
GSRN,connection_to_grid_date,decommissioning_date,capacity_kW,rotor_diameter_m,hub_height_m,manufacturer,model,local_authority_no,local_authority_name,location_type,cadastral_district,cadastral_no,x,y,coordinate_origin,installation_number,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017_01,2017_02,2017_03,2017_04,2017_05,2017_06,2017_07,2017_08,2017
570714700000008832,3/16/1990,8/31/2015,150,28,31,Wind World,W 2700-150 ,390,Vordingborg,LAND,"Lundbytorp, Lundby",3i,682976.27,6112361.5,"GST, 18-02-2013",174411,,,,,,,,,,,,,,"344,282","449,950","477,220","411,190","494,930","477,090","422,710","433,330","543,580","424,031","448,780","386,581","448,128","403,222","447,305","415,483","373,585","391,218","405,784","374,347","362,012","446,998","411,477","242,357","259,054","84,991",,,,,,,,,,
570714700000008900,7/30/1990,12/8/2011,250,26,32,Vindsyssel,VS 250 ,390,Vordingborg,LAND,"Lundby By, Lundby",15d,683338.05,6111573.32,"GST, 18-02-2013",175077,,,,,,,,,,,,,,"44,061","258,993","397,059","351,132","105,243","368,163","234,879","468,294","473,910","379,307","376,306","320,101","415,166","338,698","388,366","337,500","304,721","361,119","115,261","297,693","284,842","321,129",,,,,,,,,,,,,,
570714700000008979,10/31/1990,12/8/2011,250,26,30,Nordex,B5-IP 55,390,Vordingborg,LAND,Svinø,41e,677276.02,6109227.76,"GST, 18-02-2013",175568,,,,,,,,,,,,,,"78,180","437,790","492,300","389,340","319,980","467,790","373,680","402,990","494,382","367,262","374,955","307,898","373,454","368,498","426,472","270,597","66,457","306,321","309,554","280,122","240,413","215,106",,,,,,,,,,,,,,
570714700000009044,12/1/1990,3/10/2017,225,27,31.5,Vestas Wind Systems A/S,V 27,390,Vordingborg,LAND,"Ø. Egesborg, Mern",1c,694365.85,6104818.15,"GST, 18-02-2013",175870,,,,,,,,,,,,,,,"220,540","511,940","449,230","507,840","486,300","372,510","398,640","494,310","444,207","413,671","354,422","415,268","373,639","414,557","360,079","345,963","446,131","452,244","370,915","338,601","437,143","393,589","255,408","252,816","335,730","91,008",0,0,0,,,,,,0
570714700000009402,6/19/1992,8/31/2015,150,27,31,Wind World,W 2700-150 ,390,Vordingborg,LAND,Ørslev,36d,690044.52,6102626.5,"GST, 18-02-2013",179246,,,,,,,,,,,,,,,,"241,500","265,520","352,520","306,360","280,120","266,860","343,279","261,651","274,465","227,619","298,165","244,245","270,676","257,515","227,269","264,816","223,437","254,946","238,383","254,833","232,936","246,684","174,892","137,755",,,,,,,,,,
570714700000009594,11/23/1993,8/31/2015,150,28,31,Wind World,W 2800-150 ,390,Vordingborg,LAND,"Lundby Torp By, Lundby",3a,682981.32,6112456.02,"GST, 18-02-2013",181154,,,,,,,,,,,,,,,,,"49,340","512,840","439,440","387,300","401,800","502,021","364,566","415,014","365,913","425,252","382,268","406,898","390,809","358,650","353,130","417,182","180,581","279,281","402,552","331,561","213,050","179,809","1,550",,,,,,,,,,
570714700000009686,10/6/1994,8/31/2015,150,28,31,Wind World,W 2800-150 ,390,Vordingborg,LAND,"Lundby Torp By, Lundby",1b,682965.57,6112260.36,"GST, 18-02-2013",182078,,,,,,,,,,,,,,,,,,"116,760","442,180","386,000","383,500","490,675","385,185","408,607","330,430","410,338","370,059","366,568","370,361","344,344","423,032","428,334","374,216","350,022","429,762","394,201","350,857","210,120",26,,,,,,,,,,
570714700000002519,2/15/1990,1/30/2006,225,27,30.5,Danwin,DW 27-225  ,400,Bornholm,LAND,Østermarie,35a,505287.4,6110383.8,Stamdata,60001-1,,,,,,,,,,,,,,"255,400","316,870","296,360","310,560","367,880","403,130","287,150","345,130","397,630","321,688","326,350","307,328","355,707","321,227","331,973","296,968","24,793",,,,,,,,,,,,,,,,,,,
570714700000002526,2/15/1990,1/30/2006,225,27,30.5,Danwin,DW 27-225  ,400,Bornholm,LAND,Østermarie,35a,505283.6,6110498.7,Stamdata,60001-2,,,,,,,,,,,,,,"280,209","327,440","336,240","401,630","375,280","363,350","292,310","348,500","393,440","316,829","323,985","301,348","365,863","328,872","345,610","297,780","18,391",,,,,,,,,,,,,,,,,,,
570714700000002533,2/15/1990,1/30/2006,225,27,30.5,Danwin,DW 27-225  ,400,Bornholm,LAND,Østermarie,37r,505458.3,6110347.5,Stamdata,60001-3,,,,,,,,,,,,,,"287,300","407,870","401,950","431,460","414,650","381,190","292,850","378,080","484,670","391,171","391,023","369,433","441,168","370,987","409,465","351,821","28,902",,,,,,,,,,,,,,,,,,,
570714700000002540,2/15/1990,1/30/2006,225,27,30.5,Danwin,DW 27-225  ,400,Bornholm,LAND,Østermarie,35a,505455.4,6110461.6,Stamdata,60001-4,,,,,,,,,,,,,,"296,340","317,870","364,180","466,080","181,800","410,580","344,070","392,110","455,070","367,764","367,926","341,053","392,985","366,059","392,098","353,268","30,073",,,,,,,,,,,,,,,,,,,
570714700000002557,2/20/1990,1/30/2006,225,27,30.5,Danwin,DW 27-225  ,400,Bornholm,LAND,Østermarie,35a,505418.7,6110603.5,Stamdata,60001-5,,,,,,,,,,,,,,"265,390","349,410","356,930","413,600","396,910","398,950","310,830","360,090","429,020","341,730","336,582","322,488","386,194","338,886","375,919","344,494","28,578",,,,,,,,,,,,,,,,,,,
570714700000002564,2/15/1990,1/30/2006,225,27,30.5,Danwin,DW 27-225  ,400,Bornholm,LAND,Østermarie,37r,505621.3,6110391.3,Stamdata,60001-6,,,,,,,,,,,,,,"311,600","398,500","422,240","466,940","478,290","462,030","319,810","386,490","512,330","387,894","389,548","370,656","435,758","407,638","414,842","363,179","23,979",,,,,,,,,,,,,,,,,,,
570714700000002571,2/20/1990,10/7/2005,225,27,30.5,Danwin,DW 27-225  ,400,Bornholm,LAND,Østermarie,37r,505615.5,6110530.2,Stamdata,60001-7,,,,,,,,,,,,,,"319,890","417,440","404,950","193,910","382,640","471,360","358,040","417,350","484,000","385,451","385,121","361,719","433,972","384,938","417,041","281,448",,,,,,,,,,,,,,,,,,,,
570714700000002588,6/14/1991,10/5/2005,225,27,31.5,Vestas Wind Systems A/S,V 27,400,Bornholm,LAND,Åker,43a,493339.4,6098509.7,Stamdata,60002-1,,,,,,,,,,,,,,,"174,690","468,690","468,010","178,120","293,320","342,410","393,630","501,800","177,870","296,848","475,003","582,847","485,893","547,754","371,508",,,,,,,,,,,,,,,,,,,,
570714700000002595,6/14/1991,10/5/2005,225,27,31.5,Vestas Wind Systems A/S,V 27,400,Bornholm,LAND,Åker,43a,493382.7,6098701.5,Stamdata,60002-2,,,,,,,,,,,,,,,"150,460","337,220","429,390","190,920","270,600","345,390","374,530","406,620","117,670","269,314","445,668","546,945","447,830","385,968","218,897",,,,,,,,,,,,,,,,,,,,
570714700000002632,12/14/1995,10/6/2005,225,29,31.5,Vestas Wind Systems A/S,V 29-225 ,400,Bornholm,LAND,Rutsker,49a,482510.3,6118155.2,Stamdata,60004-1,,,,,,,,,,,,,,,,,,,"16,496","324,983","665,277","761,564","651,016","600,739","618,057","768,981","620,669","685,466","499,917",,,,,,,,,,,,,,,,,,,,
570714700000002649,12/14/1995,10/6/2005,225,29,31.5,Vestas Wind Systems A/S,V 29-225 ,400,Bornholm,LAND,Rutsker,49a,482692.1,6118067,Stamdata,60004-2,,,,,,,,,,,,,,,,,,,"16,142","322,960","666,490","769,910","652,794","686,918","616,781","761,604","609,673","650,094","440,294",,,,,,,,,,,,,,,,,,,,
570714700000002656,12/14/1995,10/6/2005,225,29,31.5,Vestas Wind Systems A/S,V 29-225 ,400,Bornholm,LAND,Rutsker,49a,482872.9,6117979.7,Stamdata,60004-3,,,,,,,,,,,,,,,,,,,"16,132","318,416","653,834","742,190","640,058","663,104","579,818","683,656","590,268","661,715","480,028",,,,,,,,,,,,,,,,,,,,
570714700000002663,1/29/1996,10/3/2005,225,29,31.5,Vestas Wind Systems A/S,V 29-225 ,400,Bornholm,LAND,Åker,64a,492919,6102835.5,Stamdata,60005-1,,,,,,,,,,,,,,,,,,,,"397,988","466,932","536,650","441,160","468,871","416,542","498,487","428,668","453,637","324,976",,,,,,,,,,,,,,,,,,,,
570714700000002670,1/29/1996,10/3/2005,225,29,31.5,Vestas Wind Systems A/S,V 29-225 ,400,Bornholm,LAND,Åker,64a,493109.9,6102772.3,Stamdata,60005-2,,,,,,,,,,,,,,,,,,,,"410,792","480,628","561,350","458,363","488,193","432,146","526,626","432,840","484,556","345,795",,,,,,,,,,,,,,,,,,,,
570714700000002687,1/29/1996,10/3/2005,225,29,31.5,Vestas Wind Systems A/S,V 29-225 ,400,Bornholm,LAND,Åker,64a,493041.7,6102614.5,Stamdata,60005-3,,,,,,,,,,,,,,,,,,,,"412,545","486,755","550,280","461,846","474,706","418,517","533,461","433,806","408,566","278,958",,,,,,,,,,,,,,,,,,,,
570714700000002694,1/29/1996,10/3/2005,225,29,31.5,Vestas Wind Systems A/S,V 29-225 ,400,Bornholm,LAND,Åker,62i,492971.4,6102449.6,Stamdata,60005-4,,,,,,,,,,,,,,,,,,,,"405,934","478,886","552,380","457,417","468,048","423,426","526,535","421,430","429,558","307,738",,,,,,,,,,,,,,,,,,,,
570714700000002700,1/29/1996,10/3/2005,225,29,31.5,Vestas Wind Systems A/S,V 29-225 ,400,Bornholm,LAND,Åker,62a,492707.4,6102334.1,Stamdata,60005-5,,,,,,,,,,,,,,,,,,,,"404,982","466,673","537,550","445,463","471,200","418,759","519,543","418,328","361,022","238,614",,,,,,,,,,,,,,,,,,,,
570714700000002717,1/29/1996,10/3/2005,225,29,31.5,Vestas Wind Systems A/S,V 29-225 ,400,Bornholm,LAND,Åker,62f,492903.2,6102288.8,Stamdata,60005-6,,,,,,,,,,,,,,,,,,,,"394,626","475,874","538,840","452,302","458,202","415,800","523,151","415,610","439,626","262,610",,,,,,,,,,,,,,,,,,,,
570714700000002724,1/29/1996,10/3/2005,225,29,31.5,Vestas Wind Systems A/S,V 29-225 ,400,Bornholm,LAND,Åker,62f,493046.1,6102256.6,Stamdata,60005-7,,,,,,,,,,,,,,,,,,,,"388,197","479,388","550,600","461,718","474,441","419,621","525,990","446,073","466,282","340,323",,,,,,,,,,,,,,,,,,,,
570714700000011283,12/22/1977,11/1/2002,30,0.1,0.1,Riisager,Ukendt-Riisager,400,Bornholm,LAND,Østermarie,38a,505771.2,6109811.3,Stamdata,60100-1,,,,"66,000","66,000","66,000","66,000","66,000","66,000","66,000","66,000","66,000","66,000","66,000","66,000","66,000","66,000","66,000","66,000","66,000","66,000","66,000","66,000","66,000","16,965","1,261",,,,,,,,,,,,,,,,,,,,,,,
570714700000011290,1/8/1979,11/6/2002,45,12,18,Sonebjerg,Ukendt-Sonebjerg,400,Bornholm,LAND,"Arnager Fiskerleje, Nylars",2a,485733.1,6100926.1,Stamdata,60101-1,,,,"28,785","51,411","46,219","56,041","60,904","49,387","56,505","32,270","51,917","40,500","43,498","53,707","55,915","58,064","58,545","57,751","33,978","47,062","59,801","46,188","49,173","15,352",0,,,,,,,,,,,,,,,,,,,,,,,
570714700000011306,8/1/1979,6/25/2003,11,0.1,0.1,S. Adolfsen,Ukendt-S. Adolfsen,400,Bornholm,LAND,Olsker,20a,487537.2,6122704.8,Stamdata,60102-1,,,,"8,304",0,0,0,"9,245","3,586",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
570714700000011337,12/1/1980,10/2/2002,55,15,22,Vestas Wind Systems A/S,V 55-8 ,400,Bornholm,LAND,Klemensker,4ae,487937.6,6114502.4,Stamdata,60104-1,,,,0,"81,369","73,152","88,698","89,922","85,359","96,645","85,005","84,468","85,745","96,838","78,637","78,705","94,557","84,682","83,237","62,661","65,738","80,408","62,033","64,129","11,262",0,,,,,,,,,,,,,,,,,,,,,,,
570714700000011344,3/1/1981,12/31/2001,7.5,0.1,0.1,Ukendt,Ukendt-Ukendt,400,Bornholm,LAND,Klemensker,175dø,492531.9,6111907.5,Stamdata,60105-1,,,,,"7,067","8,471","10,272","15,228","14,180","16,433","13,057","12,067","12,395","12,722","8,356","8,352","10,213","8,605","10,282","6,262","6,937","9,735","3,950",1,"1,412",,,,,,,,,,,,,,,,,,,,,,,,
570714700000011368,3/24/1982,9/2/2002,55,15,22,Nordtank,NTK 55/11,400,Bornholm,LAND,Østermarie,16a,501430.5,6112687.6,Stamdata,60107-1,,,,,,"79,267","128,150","124,970","118,480","142,569","113,259","128,333","126,578","128,646","113,124","103,633","129,520","123,548","111,520","93,340","101,460","119,080","79,550","101,850","49,670","24,120",,,,,,,,,,,,,,,,,,,,,,,
570714700000011375,2/12/1985,8/4/2002,99,23,25,Smedemester,Ukendt-Smedemester,400,Bornholm,LAND,Rutsker,44h,482455.9,6117204.7,Stamdata,60112-1,,,,,,,,,"116,798","156,499","65,505",0,0,"226,587","260,972","279,345","308,729","281,862","268,112","219,564","224,874","226,796","222,103","190,004","172,920","126,953",,,,,,,,,,,,,,,,,,,,,,,
570714700000011382,9/24/1986,9/2/2002,80,17,40,Tellus,TE 1780,400,Bornholm,LAND,Åker,90c,491840.9,6099997.3,Stamdata,60113-1,,,,,,,,,,"82,780","200,650","207,860","205,970","240,580","202,860","207,680","225,230","237,750","219,890","161,950","188,410","225,270","189,210","198,840","178,380","147,890",,,,,,,,,,,,,,,,,,,,,,,
570714700000011399,12/5/1986,9/2/2002,80,17,40,Tellus,TE 1780,400,Bornholm,LAND,Åker,90c,491805.1,6099912.4,Stamdata,60113-2,,,,,,,,,,"28,730","187,550","216,350","211,800","246,140","209,580","214,190","238,590","242,260","226,420","177,360","195,870","234,180","197,990","206,870","158,810","130,350",,,,,,,,,,,,,,,,,,,,,,,
570714700000011412,10/1/1986,8/4/2002,99,19.6,24,Smedemester,Ukendt-Smedemester,400,Bornholm,LAND,Rutsker,44i,481868.1,6117199.5,Stamdata,60114-1,,,,,,,,,,"63,950","210,040","237,440","225,840","230,990","215,140","191,490","255,930","235,120","187,650","144,690","174,250","230,910","156,460","194,490","176,770","126,560",,,,,,,,,,,,,,,,,,,,,,,
570714700000011429,10/1/1986,8/4/2002,99,19.6,24,Smedemester,Ukendt-Smedemester,400,Bornholm,LAND,Rutsker,44i,481900,6117137.5,Stamdata,60114-2,,,,,,,,,,"80,690","183,580","211,450","146,470","237,090","171,040","197,210","236,940","232,090","217,000","164,180","177,400","235,970","141,470","205,500","170,050","55,220",,,,,,,,,,,,,,,,,,,,,,,
570714700000011436,10/1/1986,8/4/2002,99,19.6,24,Smedemester,Ukendt-Smedemester,400,Bornholm,LAND,Rutsker,44i,481931.9,6117074.5,Stamdata,60114-3,,,,,,,,,,"87,790","213,970","205,410","201,430","212,290","239,460","208,310","271,470","258,740","246,410","190,640","199,840","243,710","207,180","214,220","185,580","142,110",,,,,,,,,,,,,,,,,,,,,,,
570714700000011443,10/1/1986,8/4/2002,99,19.6,24,Smedemester,Ukendt-Smedemester,400,Bornholm,LAND,Rutsker,44i,481963.8,6117012.5,Stamdata,60114-4,,,,,,,,,,"86,920","211,320","229,980","185,570","236,150","216,350","194,340","243,780","227,150","218,470","171,720","181,340","231,230","201,900","203,260","172,590","133,790",,,,,,,,,,,,,,,,,,,,,,,
570714700000011450,10/1/1986,8/4/2002,99,19.6,24,Smedemester,Ukendt-Smedemester,400,Bornholm,LAND,Rutsker,44i,481955.7,6116951.5,Stamdata,60114-5,,,,,,,,,,"83,390","204,950","200,130","198,120","199,790","225,270","203,920","259,290","256,290","237,200","179,540","191,020","238,280","197,840","207,370","169,560","123,260",,,,,,,,,,,,,,,,,,,,,,,
570714700000011467,10/1/1986,8/4/2002,99,19.6,24,Smedemester,Ukendt-Smedemester,400,Bornholm,LAND,Rutsker,44i,482044.6,6116900.4,Stamdata,60114-6,,,,,,,,,,"88,240","222,690","211,210","201,930","217,470","230,120","201,920","251,030","225,650","207,580","191,410","205,980","255,970","219,170","224,195","173,635","135,870",,,,,,,,,,,,,,,,,,,,,,,
570714700000011474,10/1/1986,8/4/2002,99,19.6,24,Smedemester,Ukendt-Smedemester,400,Bornholm,LAND,Rutsker,44i,482119.5,6116873.3,Stamdata,60114-7,,,,,,,,,,"97,410","202,680","191,680","34,270","183,720","201,070","232,410","266,190","231,560","226,770","172,280","195,210","247,470","218,740","195,100","190,200","157,690",,,,,,,,,,,,,,,,,,,,,,,
570714700000011481,10/1/1986,8/4/2002,99,19.6,24,Smedemester,Ukendt-Smedemester,400,Bornholm,LAND,Rutsker,44i,482128.7,6116958.3,Stamdata,60114-8,,,,,,,,,,"70,000","156,100","199,850","199,310","251,150","222,730","220,710","259,800","254,670","238,570","183,280","201,870","249,470","205,190","201,530","160,550","144,640",,,,,,,,,,,,,,,,,,,,,,,
570714700000011498,10/1/1986,8/4/2002,99,19.6,24,Smedemester,Ukendt-Smedemester,400,Bornholm,LAND,Rutsker,44i,482196.5,6116846.2,Stamdata,60114-9,,,,,,,,,,"76,980","206,910","209,320","197,780","215,790","232,880","199,090","256,260","240,440","235,420","177,260","196,870","193,840","168,010","194,120","173,470","138,630",,,,,,,,,,,,,,,,,,,,,,,
570714700000011504,12/18/1986,8/29/2001,22,0.1,0.1,Riisager,Ukendt-Riisager,400,Bornholm,LAND,Knudsker,101p,484688.3,6107402.1,Stamdata,60108-1,,,,,,,,,,0,"13,178","13,000","13,000",0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
570714700000011511,7/8/1987,9/3/2002,80,17,40,Tellus,TE 1780,400,Bornholm,LAND,Ibsker,31c,508699.2,6103942.3,Stamdata,60115-1,,,,,,,,,,,"113,730","204,110","196,560","248,550","221,030","212,890","243,680","240,240","233,210","199,300","206,100","241,010","208,200","210,640","56,090","67,620",,,,,,,,,,,,,,,,,,,,,,,
570714700000011528,1/28/1988,9/4/2002,95,19,40,Tellus,TE 1995,400,Bornholm,LAND,Ibsker,31c,508719.1,6103845.3,Stamdata,60115-2,,,,,,,,,,,,"243,220","261,080","294,890","261,550","227,750","253,250","284,070","281,220","237,100","242,960","273,800","242,480","244,500","237,600","182,990",,,,,,,,,,,,,,,,,,,,,,,
570714700000011535,10/8/1987,8/22/2002,99,19,30,Windmatic,VM 19 S,400,Bornholm,LAND,Knudsker,26o,483634.5,6107276.7,Stamdata,60116-1,,,,,,,,,,,"54,710","190,500","185,260","213,610","185,210","189,920","214,340","211,300","200,940","152,090","156,210","201,740","166,900","171,510","146,640","88,150",,,,,,,,,,,,,,,,,,,,,,,
570714700000011542,10/8/1987,8/22/2002,99,19,30,Windmatic,VM 19 S,400,Bornholm,LAND,Knudsker,26o,483634.6,6107359.7,Stamdata,60116-2,,,,,,,,,,,"54,090","189,410","186,010","212,690","185,270","186,510","212,120","208,880","198,570","155,410","163,600","198,940","164,390","168,340","137,350","63,800",,,,,,,,,,,,,,,,,,,,,,,
570714700000011559,6/3/1988,8/22/2002,99,19,30,Windmatic,VM 19 S,400,Bornholm,LAND,Knudsker,26o,483640.7,6107448.7,Stamdata,60116-3,,,,,,,,,,,,"109,670","187,830","221,590","189,480","189,060","213,410","204,550","197,120","150,520","165,670","207,980","172,500","175,530","140,260","112,190",,,,,,,,,,,,,,,,,,,,,,,
570714700000011566,6/3/1988,8/22/2002,99,19,30,Windmatic,VM 19 S,400,Bornholm,LAND,Knudsker,26o,483580.8,6107508.8,Stamdata,60116-4,,,,,,,,,,,,"116,780","196,890","224,990","193,870","190,460","221,910","218,140","207,810","154,990","165,160","210,040","170,320","177,860","154,640","110,620",,,,,,,,,,,,,,,,,,,,,,,
570714700000011573,6/3/1988,8/22/2002,99,19,30,Windmatic,VM 19 S,400,Bornholm,LAND,Knudsker,26o,483819.5,6107325.4,Stamdata,60116-5,,,,,,,,,,,,"112,460","190,793","223,967","183,570","185,890","212,170","209,700","197,360","138,870","154,660","192,310","160,970","162,130","132,080","103,400",,,,,,,,,,,,,,,,,,,,,,,
570714700000011580,11/20/1987,9/3/2002,99,19,30,Windmatic,VM 19 S,400,Bornholm,LAND,Ibsker,"58a,",508790.7,6108967,Stamdata,60117-1,,,,,,,,,,,"44,340","229,760","239,760","270,960","237,590","228,530","267,220","249,540","246,900","206,680","192,140","250,380","202,890","197,980","185,030","71,820",,,,,,,,,,,,,,,,,,,,,,,
570714700000011597,11/20/1987,9/3/2002,99,19,30,Windmatic,VM 19 S,400,Bornholm,LAND,Ibsker,"58a,",508783.9,6109059.1,Stamdata,60117-2,,,,,,,,,,,"42,520","235,330","246,070","273,630","244,400","219,490","262,990","261,450","251,620","212,370","224,350","268,000","216,060","196,520","212,360","164,082",,,,,,,,,,,,,,,,,,,,,,,
570714700000011603,11/24/1987,9/30/2001,99,19.6,24,Danwin,DW 19-99  ,400,Bornholm,LAND,Østerlars,45k,495376.1,6113484.6,Stamdata,60118-1,,,,,,,,,,,"15,790","172,540","206,210","230,910","185,720","182,550","230,010","205,940","204,110","148,940","162,670","224,010","184,270","167,057","64,779",,,,,,,,,,,,,,,,,,,,,,,,
570714700000011610,11/16/1988,8/4/2002,99,19,30,Windmatic,"WM 19 S, 99/22 kW",400,Bornholm,LAND,Rutsker,53a,482025.6,6116227.7,Stamdata,60119-1,,,,,,,,,,,,"39,960","248,810","274,740","244,560","252,700","287,890","280,090","264,160","205,960","224,380","275,400","232,160","242,470","214,200","158,920",,,,,,,,,,,,,,,,,,,,,,,
570714700000011627,11/16/1988,8/4/2002,99,19,30,Windmatic,"WM 19 S, 99/22 kW",400,Bornholm,LAND,Rutsker,53a,481958.7,6116249.8,Stamdata,60119-2,,,,,,,,,,,,"53,950","267,200","284,600","256,340","265,950","292,930","285,010","273,870","203,180","224,070","284,360","239,310","248,150","212,480","162,810",,,,,,,,,,,,,,,,,,,,,,,
570715000000027420,8/30/1989,9/26/2011,150,23,30,BONUS,150 kW,410,Middelfart,LAND,"Kavslunde by, Kavslunde",8a,551405.092,6149949.588,Stamdata,209.119,,,,,,,,,,,,,"99,200","298,460","298,460","294,276","277,440","305,300","271,920","229,000","252,740","277,920","239,296","270,546","215,719","247,890","214,931","245,409","246,035","217,037","273,114","263,359","235,445","210,363","155,051",,,,,,,,,,,,,,
570715000000027444,8/29/1991,9/13/2011,150,23,29.3,BONUS,150 kW,410,Middelfart,LAND,"Gamborg by,  Gamborg",3a,550333.345,6146885.93,Stamdata,209.391,,,,,,,,,,,,,,,"84,883","310,464","281,210","322,700","281,170","235,180","252,470","305,620","250,516","274,213","222,314","246,252","202,054","240,747","228,102","155,214","271,604","256,747","221,459","188,008","124,405",,,,,,,,,,,,,,
